compoundName,AmphibianX,BirdsX,CrustaceansX,FishX,InsectX,InvertebratesX,MammalsX,MoluscsX,ReptilesX,WormsX,AlgaeX,FungiX,MossX,FlowerX,AmphibianY,BirdsY,CrustaceansY,FishY,InsectY,InvertebratesY,MammalsY,MoluscsY,ReptilesY,WormsY,AlgaeY,FungiY,MossY,FlowerY
27314-13-2,0,2.482403034,4.739677902,4.573918015,0,0,0,0,0,0,0,0,0,0,0.002399973,0.163273114,0.258044947,0.278393509,0.002399973,0.002399973,0.002399973,0.002399973,0.002399973,0.002399973,0.002399973,0.002399973,0.002399973,0.002399973
27355-22-2,3.832372536,0,3.832372536,3.832372536,0,0,0,3.434432527,0,0,0,0,0,0,1.769439207,7.43E-77,1.769439207,1.769439207,7.43E-77,7.43E-77,7.43E-77,0.650940307,7.43E-77,7.43E-77,7.43E-77,7.43E-77,7.43E-77,7.43E-77
27519-02-4,0,1.84216846,0,3.508686441,0,0,1.145638846,0,0,0,0,0,0,0,0.066982219,0.317106367,0.066982219,0.178192526,0.066982219,0.066982219,0.230895838,0.066982219,0.066982219,0.066982219,0.066982219,0.066982219,0.066982219,0.066982219
27554-26-3,0,0,7.000625157,6.229961928,6.415598505,0,0,0,0,0,0,0,0,0,2.70E-58,2.70E-58,0.527650184,0.724541718,0.939002047,2.70E-58,2.70E-58,2.70E-58,2.70E-58,2.70E-58,2.70E-58,2.70E-58,2.70E-58,2.70E-58
27854-31-5,0,0,5.133003331,3.679545994,4.585424398,0,0,0,0,0,0,0,0,0,4.98E-09,4.98E-09,0.359656781,0.306148293,0.536333131,4.98E-09,4.98E-09,4.98E-09,4.98E-09,4.98E-09,4.98E-09,4.98E-09,4.98E-09,4.98E-09
28108-99-8,0,0,6.067571395,5.511268894,5.680181569,0,0,0,0,0,0,0,0,0,6.24E-89,6.24E-89,0.761378252,0.976669397,1.353894772,6.24E-89,6.24E-89,6.24E-89,6.24E-89,6.24E-89,6.24E-89,6.24E-89,6.24E-89,6.24E-89
28159-98-0,0,2.051563417,4.199625953,5.528684672,0,0,0,5.403745935,0,4.988772587,4.77027748,0,0,0,0.000699507,0.051384265,0.302345439,0.223929131,0.000699507,0.000699507,0.000699507,0.241054749,0.000699507,0.287745399,0.302918906,0.000699507,0.000699507,0.000699507
28249-77-6,5.110215012,2.123891235,4.976676103,5.513617916,4.81906825,4.598331651,0,5.144073279,0,0,0,0,0,0,0.319547928,0.03163718,0.334190171,0.256542069,0.346102773,0.35188301,8.95E-05,0.315242625,8.95E-05,8.95E-05,8.95E-05,8.95E-05,8.95E-05,8.95E-05
28382-15-2,0,1.827328484,3.166673778,2.179511002,0,0,0,0,0,0,0,0,0,0,0.001526827,0.413190883,0.307930653,0.548502311,0.001526827,0.001526827,0.001526827,0.001526827,0.001526827,0.001526827,0.001526827,0.001526827,0.001526827,0.001526827
28434-00-6,0,0,3.082659873,6.756324012,6.857350592,0,4.003478627,0,0,0,0,0,0,0,0.005531345,0.005531345,0.114768219,0.147966672,0.141507663,0.005531345,0.172384782,0.005531345,0.005531345,0.005531345,0.005531345,0.005531345,0.005531345,0.005531345
28553-12-0,5.151993185,0,6.68731675,6.417695218,6.542633955,0,0,0,0,0,0,0,0,0,0.18819795,1.16E-17,0.444843446,0.537959531,0.501589109,1.16E-17,1.16E-17,1.16E-17,1.16E-17,1.16E-17,1.16E-17,1.16E-17,1.16E-17,1.16E-17
28772-56-7,0,2.493494119,0,5.576023042,3.421121082,0,5.13108647,0,0,0,0,0,0,0,0.004436831,0.142521431,0.004436831,0.170278745,0.242539353,0.004436831,0.219741801,0.004436831,0.004436831,0.004436831,0.004436831,0.004436831,0.004436831,0.004436831
28804-88-8,0,0,4.702393843,4.486185361,0,0,0,0,0,5.778782189,0,0,0,0,3.05E-12,3.05E-12,0.528855794,0.442585317,3.05E-12,3.05E-12,3.05E-12,3.05E-12,3.05E-12,0.300682209,3.05E-12,3.05E-12,3.05E-12,3.05E-12
29091-21-2,0,2.192253776,6.0530746,5.625881763,0,0,0,0,0,3.214631772,0,0,0,0,0.015573696,0.114923297,0.135532087,0.164273804,0.015573696,0.015573696,0.015573696,0.015573696,0.015573696,0.182098715,0.015573696,0.015573696,0.015573696,0.015573696
