compoundName,AmphibianX,BirdsX,CrustaceansX,FishX,InsectX,InvertebratesX,MammalsX,MoluscsX,ReptilesX,WormsX,AlgaeX,FungiX,MossX,FlowerX,AmphibianY,BirdsY,CrustaceansY,FishY,InsectY,InvertebratesY,MammalsY,MoluscsY,ReptilesY,WormsY,AlgaeY,FungiY,MossY,FlowerY
139968-49-3,0,4.102468009,8.537210665,8.537210665,0,0,0,0,0,0,0,0,0,0,7.058963113,2.560399867,0.00348404,0.0799968,0.131892426,0.131892426,0.00348404,0.00348404,0.00348404,0.00348404,0.00348404,0.00348404,0.00348404,0.00348404
141517-21-7,6.628793232,0,7.611064465,6.881899675,0,0,0,0,0,0,7.213124456,6.669056412,0,0,7.000787648,0.412336186,0.644054956,2.45E-63,0.323585665,0.928125138,2.45E-63,2.45E-63,2.45E-63,2.45E-63,2.45E-63,2.45E-63,0.847372948,0.700020542
143390-89-0,0,0,6.19500303,6.291913043,0,0,0,0,0,0,6.717881775,0,0,0,6.401599282,0.278161552,1.40E-115,1.40E-115,1.088497059,1.32693041,1.40E-115,1.40E-115,1.40E-115,1.40E-115,1.40E-115,1.40E-115,0.751396221,1.40E-115
143545-90-8,0,0,6.919517606,7.317457615,0,0,0,0,0,6.919517606,6.919517606,0,0,6.919517606,6.999105608,0.177964182,0,0,2.028373905,0.452591394,0,0,0,0,0,2.028373905,2.028373905,0
149877-41-8,0,0,6.046273415,0,5.495365946,4.397938852,0,0,0,0,0,0,0,0,5.313192738,0.839131704,9.36E-10,9.36E-10,0.324602068,9.36E-10,0.464350075,0.262269944,9.36E-10,9.36E-10,9.36E-10,9.36E-10,9.36E-10,9.36E-10
150114-71-9,0,1.918063485,3.307403321,5.182464585,0,0,0,0,0,0,0,0,0,0,3.469310464,1.638212159,0.025862549,0.15553762,0.242336535,0.1409519,0.025862549,0.025862549,0.025862549,0.025862549,0.025862549,0.025862549,0.025862549,0.025862549
153233-91-1,0,0,9.233376903,7.037082258,4.815233509,0,0,0,0,0,0,0,0,0,7.028564224,2.209084014,0.001144244,0.001144244,0.109746203,0.180590377,0.109323848,0.001144244,0.001144244,0.001144244,0.001144244,0.001144244,0.001144244,0.001144244
153719-23-4,6.958313543,0,3.460632474,2.464953848,7.234504927,8.765983844,0,8.765983844,0,8.765983844,8.765983844,0,0,0,6.897792521,2.550678375,0.156362323,0.004038388,0.063087041,0.034546255,0.155049467,0.119609363,0.004038388,0.119609363,0.004038388,0.119609363,0.119609363,0.004038388
155569-91-8,0,4.40150979,9.522878745,4.602059991,0,0,0,0,0,0,0,0,0,0,6.175482842,2.900663647,0.014261716,0.114076043,0.070669016,0.118718966,0.014261716,0.014261716,0.014261716,0.014261716,0.014261716,0.014261716,0.014261716,0.014261716
156052-68-5,0,0,6.65794032,10.682074,5.995693122,0,0,0,0,0,0,0,0,0,7.778569147,2.536217293,0.001426052,0.001426052,0.142668978,0.081682515,0.12286203,0.001426052,0.001426052,0.001426052,0.001426052,0.001426052,0.001426052,0.001426052
