compoundName,AmphibianX,BirdsX,CrustaceansX,FishX,InsectX,InvertebratesX,MammalsX,MoluscsX,ReptilesX,WormsX,AlgaeX,FungiX,MossX,FlowerX,AmphibianY,BirdsY,CrustaceansY,FishY,InsectY,InvertebratesY,MammalsY,MoluscsY,ReptilesY,WormsY,AlgaeY,FungiY,MossY,FlowerY
119446-68-3,0,2.276373729,9.134595924,5.70032717,3.955599675,0,0,0,0,0,0,0,0,0,5.266724124,2.933126129,0.027130445,0.080886585,0.057013143,0.134534564,0.123080776,0.027130445,0.027130445,0.027130445,0.027130445,0.027130445,0.027130445,0.027130445
120067-83-6,0,0,8.490931476,6.863410041,8.054274782,5.984701908,0,0,0,0,0,0,0,0,7.348329552,1.13995981,3.32E-10,3.32E-10,0.211770539,0.319688919,0.288898326,0.171120574,3.32E-10,3.32E-10,3.32E-10,3.32E-10,3.32E-10,3.32E-10
120068-36-2,0,0,9.026828168,6.856359853,8.055517136,6.025576026,0,0,0,0,0,0,0,0,7.491070296,1.320061019,3.07E-08,3.07E-08,0.153605863,0.269224423,0.275812572,0.163187244,3.07E-08,3.07E-08,3.07E-08,3.07E-08,3.07E-08,3.07E-08
120068-37-3,5.711231426,3.017401061,6.71177422,6.640650352,8.561469106,9.561469106,0,6.392677085,0,4.266000713,0,0,0,0,6.357834134,2.113835782,0.180102833,0.054146025,0.186101926,0.18704744,0.109609995,0.05985103,0.002048507,0.188703442,0.002048507,0.115661418,0.002048507,0.002048507
120116-88-3,0,2.210612766,6.562252755,7.990504678,2.229927792,0,0,0,0,2.756759534,0,0,0,0,4.350011505,2.72751882,0.041002568,0.107533454,0.105266734,0.060019904,0.108129709,0.041002568,0.041002568,0.041002568,0.041002568,0.123323974,0.041002568,0.041002568
120928-09-8,0,2.18526812,5.275979596,7.895233509,4.456914338,0,0,0,0,4.084897575,0,0,0,0,4.779658628,2.077911226,0.013625476,0.088058938,0.186592585,0.062388815,0.189690006,0.013625476,0.013625476,0.013625476,0.013625476,0.181554662,0.013625476,0.013625476
121552-61-2,0,2.653791187,4.442136787,4.970744149,0,0,0,0,0,0,0,0,0,0,4.022224041,1.214212828,0.001360701,0.174102175,0.30948856,0.242160034,0.001360701,0.001360701,0.001360701,0.001360701,0.001360701,0.001360701,0.001360701,0.001360701
122008-85-9,0,2.200984181,5.644681681,5.862970619,0,0,0,5.407038664,0,0,0,0,0,0,4.778918786,1.728679185,0.005054367,0.075907067,0.203577566,0.189584142,0.005054367,0.005054367,0.005054367,0.216036331,0.005054367,0.005054367,0.005054367,0.005054367
122453-73-0,0,4.691174089,7.781592285,7.738679246,8.331498581,0,0,0,0,0,0,0,0,0,7.13573605,1.651908188,2.14E-05,0.080795439,0.22373327,0.225940994,0.1858414,2.14E-05,2.14E-05,2.14E-05,2.14E-05,2.14E-05,2.14E-05,2.14E-05
122548-33-8,0,2.26356443,3.718119857,3.776897857,0,0,0,0,0,0,0,0,0,0,3.252860714,0.857259627,0.000347763,0.239115826,0.40163919,0.38605946,0.000347763,0.000347763,0.000347763,0.000347763,0.000347763,0.000347763,0.000347763,0.000347763
122836-35-5,0,2.235775263,5.587957781,3.508776535,0,0,0,0,0,0,0,0,0,0,3.777503193,1.69217092,0.019513966,0.155673009,0.133014865,0.232803517,0.019513966,0.019513966,0.019513966,0.019513966,0.019513966,0.019513966,0.019513966,0.019513966
122931-48-0,0,2.333887996,3.593525306,3.043853384,0,0,0,0,0,3.115746528,0,0,0,0,3.021753303,0.519424375,3.44E-08,0.31957339,0.419050908,0.767352027,3.44E-08,3.44E-08,3.44E-08,3.44E-08,3.44E-08,0.755574334,3.44E-08,3.44E-08
123312-89-0,0,3.842089772,3.511513676,3.229729824,4.393494745,0,0,0,0,0,0,0,0,0,3.744207005,0.499996187,5.31E-13,0.782746734,0.715998113,0.46993291,0.343370333,5.31E-13,5.31E-13,5.31E-13,5.31E-13,5.31E-13,5.31E-13,5.31E-13
123343-16-8,0,2.338648069,3.396368497,2.542496533,0,0,0,0,0,0,0,0,0,0,2.759171033,0.561163083,4.00E-06,0.536881379,0.37311506,0.659853187,4.00E-06,4.00E-06,4.00E-06,4.00E-06,4.00E-06,4.00E-06,4.00E-06,4.00E-06
124495-18-7,0,2.13656556,6.617759264,6.057384314,2.787180093,0,0,0,0,0,0,0,0,0,4.399722308,2.264928411,0.026696586,0.106917286,0.10904521,0.134753532,0.136705487,0.026696586,0.026696586,0.026696586,0.026696586,0.026696586,0.026696586,0.026696586
125116-23-6,0,2.581170816,0,4.986418837,2.030716513,0,0,0,0,0,0,0,0,0,3.199435389,1.571856345,0.031977438,0.234910271,0.031977438,0.132997729,0.192508951,0.031977438,0.031977438,0.031977438,0.031977438,0.031977438,0.031977438,0.031977438
125225-28-7,0,2.540389447,0,5.338873088,2.975789814,0,0,0,0,3.127016481,0,0,0,0,3.495517208,1.253812757,0.006529996,0.238048466,0.006529996,0.107973215,0.291988737,0.006529996,0.006529996,0.006529996,0.006529996,0.304733559,0.006529996,0.006529996
125401-92-5,6.332852357,2.281699835,3.519939001,3.625282181,2.827702379,0,0,0,0,0,0,0,0,0,3.717495151,1.560517891,0.062764336,0.167423901,0.253606958,0.255201419,0.217291612,0.014974004,0.014974004,0.014974004,0.014974004,0.014974004,0.014974004,0.014974004
126833-17-8,0,2.179264177,4.817536341,5.386872487,2.771024212,0,0,0,0,0,5.584192537,0,0,0,4.147777951,1.566661719,0.00765357,0.115638725,0.232406662,0.186251383,0.173077764,0.00765357,0.00765357,0.00765357,0.00765357,0.00765357,0.167260179,0.00765357
127277-53-6,0,2.025756315,3.229876297,3.350895174,0,0,0,0,0,0,0,0,0,0,2.868842595,0.732637188,0.00025494,0.280844825,0.482269051,0.438543844,0.00025494,0.00025494,0.00025494,0.00025494,0.00025494,0.00025494,0.00025494,0.00025494
128639-02-1,0,2.262920307,5.550644836,5.410982842,0,0,0,0,0,0,0,0,0,0,4.408182661,1.859163601,0.012906546,0.110273528,0.177662002,0.18553125,0.012906546,0.012906546,0.012906546,0.012906546,0.012906546,0.012906546,0.012906546,0.012906546
129558-76-5,0,3.6446725,0,8.610602129,5.4702484,0,0,0,0,0,0,0,0,0,5.908507677,2.511805658,0.009985851,0.105811991,0.009985851,0.089049062,0.156427598,0.009985851,0.009985851,0.009985851,0.009985851,0.009985851,0.009985851,0.009985851
129630-19-9,0,2.315109191,6.837987936,6.611817812,6.883745426,0,0,0,0,2.616139186,0,0,0,0,5.05295991,2.366540747,0.01725183,0.08633014,0.126839222,0.135699073,0.124979447,0.01725183,0.01725183,0.01725183,0.01725183,0.099211025,0.01725183,0.01725183
129909-90-6,0,2.089194767,3.342350694,3.301930835,2.258053097,0,0,0,0,0,0,0,0,0,2.747882348,0.666874392,0.000123015,0.367297208,0.402080075,0.423623242,0.456785613,0.000123015,0.000123015,0.000123015,0.000123015,0.000123015,0.000123015,0.000123015
131341-86-1,5.198881827,2.093751484,5.963417715,5.722683621,0,0,0,0,0,0,0,0,0,0,4.744683662,1.795878058,0.215151099,0.074728161,0.176452964,0.191528913,0.00677527,0.00677527,0.00677527,0.00677527,0.00677527,0.00677527,0.00677527,0.00677527
131807-57-3,0,2.221147754,7.982265665,7.516425421,0,0,0,0,0,0,0,0,0,0,5.906612947,3.200194064,0.022698357,0.064229989,0.101014384,0.109846368,0.022698357,0.022698357,0.022698357,0.022698357,0.022698357,0.022698357,0.022698357,0.022698357
131860-33-8,6.312167366,3.20778878,6.037527064,5.93363093,6.695104383,0,0,6.398902912,0,3.090650113,0,0,0,0,5.382253078,1.545694918,0.215373223,0.095949078,0.23591764,0.242189175,0.179942439,0.000601011,0.000601011,0.207896178,0.000601011,0.085998881,0.000601011,0.000601011
131983-72-7,0,2.223424206,5.298057824,5.140449971,3.230336201,0,0,0,0,0,0,0,0,0,3.973067051,1.497918849,0.00790227,0.134635432,0.180101711,0.196577607,0.235523446,0.00790227,0.00790227,0.00790227,0.00790227,0.00790227,0.00790227,0.00790227
133855-98-8,0,0,4.79875146,4.532772291,0,0,0,0,0,2.995624132,0,0,0,0,4.109049294,0.973382208,5.53E-05,5.53E-05,0.318864029,0.372802136,5.53E-05,5.53E-05,5.53E-05,5.53E-05,5.53E-05,0.213059833,5.53E-05,5.53E-05
134098-61-6,0,2.323767583,8.056595855,8.853945567,1.460444723,0,0,0,0,3.746735598,0,0,0,0,4.888297865,3.368776892,0.041325479,0.088633083,0.076096869,0.059227965,0.070568004,0.041325479,0.041325479,0.041325479,0.041325479,0.111815713,0.041325479,0.041325479
134523-00-5,0,0,5.332166455,0,4.591803766,0,0,0,0,2.446109807,0,0,0,0,4.123360009,1.498969782,0.006053275,0.006053275,0.192265684,0.006053275,0.253460321,0.006053275,0.006053275,0.006053275,0.006053275,0.142313246,0.006053275,0.006053275
134605-64-4,0,2.324346486,6.530400968,5.085464397,0,0,0,0,0,0,0,0,0,0,4.646737283,2.137073861,0.017557649,0.103430943,0.126586635,0.182784255,0.017557649,0.017557649,0.017557649,0.017557649,0.017557649,0.017557649,0.017557649,0.017557649
135158-54-2,0,2.021743601,5.378290925,5.378290925,3.176645561,0,0,0,0,0,0,0,0,0,3.988742753,1.672351215,0.01387668,0.119447541,0.168914554,0.168914554,0.212020192,0.01387668,0.01387668,0.01387668,0.01387668,0.01387668,0.01387668,0.01387668
135410-20-7,3.347674777,3.408155524,3.907710841,3.347674777,5.624219105,5.631671433,0,5.688709934,0,6.924428903,0,0,0,0,4.735030661,1.393462183,0.174408076,0.181938538,0.240032993,0.174408076,0.233557956,0.232758927,0.000890218,0.226518519,0.000890218,0.083321061,0.000890218,0.000890218
138261-41-3,3.566233832,3.224968487,2.902518412,3.488590298,6.839466666,3.312359529,2.753491848,5.570079952,2.70544471,5.902518412,0,0,0,0,4.026567215,1.494344084,0.254596982,0.231193543,0.201185095,0.250216422,0.045398648,0.238153583,0.185719541,0.156598452,0.180608012,0.121407836,0.00707708,0.00707708
139968-49-3,0,2.398102973,6.243630157,5.840016919,5.449255495,0,0,0,0,0,0,0,0,0,4.982751386,1.753354212,0.00401188,0.076767114,0.175689208,0.201897546,0.219618318,0.00401188,0.00401188,0.00401188,0.00401188,0.00401188,0.00401188,0.00401188
